name,issns,active,withdrawn_date,withdrawal_reason
Géotechnique,0016-8505;1751-7656,true,,
Geschichte und Gesellschaft,0340-613X;2196-9000,true,,
Global Ecology and Biogeography,1466-822X;1466-8238,true,,
Glotta: Zeitschrift für Griechische und Lateinische Sprache,0017-1298;2196-9043,true,,
GLQ: A Journal of Lesbian and Gay Studies,1064-2684;1527-9375,true,,
"Government Information Quarterly: an international journal of information technology management, policies, and practices",0740-624X;1872-9517,true,,
Greece and Rome,0017-3835;1477-4550,true,,
Grey Room,1526-3819;1536-0105,true,,
Gynecologic Oncology,0090-8258;1095-6859,true,,
Haematologica,0390-6078;1592-8721,true,,
Harvard International Law Journal,0017-8063;2153-2494,true,,
Harvard Journal of Asiatic Studies,0073-0548;1944-6454,true,,
Harvard Law Review,0017-811X;2161-976X,true,,
Harvard Studies in Classical Philology,0073-0688;2325-9353,true,,
Harvard Theological Review,0017-8160;1475-4517,true,,
Head and Neck,1043-3074;1097-0347,true,,
Health Economics,1057-9230;1099-1050,true,,
Health Psychology,0278-6133;1930-7810,true,,
Hermes: Zeitschrift für Klassische Philologie,0018-0777;2365-3116,true,,
Hesperia,0018-098X;1553-5622,true,,
Hispanic American Historical Review,0018-2168;1527-1900,true,,
Hispanic Review,0018-2176;1553-0639,true,,
Historia,0018-2311;2365-3108,true,,
Historia Mathematica,0315-0860;1090-249X,true,,
Historical Archaeology,0440-9213;2328-1103,true,,
The Historical Journal,0018-246X;1469-5103,true,,
Historical Methods,0161-5440;1940-1906,true,,
Historische Zeitschrift,0018-2613;2196-680X,true,,
History: The Journal of the Historical Association,0018-2648;1468-229X,true,,
History and Memory,0935-560X;1527-1994,true,,
History and Theory,0018-2656;1468-2303,true,,
History of Education,0046-760X;1464-5130,true,,
History of European Ideas,0191-6599;1873-541X,true,,
History of Photography,0308-7298;2150-7295,true,,
History of Religions,0018-2710;1545-6935,true,,
History of Science,0073-2753;1753-8564,true,,
History of the Human Sciences,0952-6951;1461-720X,true,,
History Workshop Journal,1363-3554;1477-4569,true,,
Human Resource Management,0090-4848;1099-050X,true,,
Human-Computer Interaction,0737-0024;1532-7051,true,,
Humanistica Lovaniensia. Journal of Neo-Latin Studies,0774-2908;2593-3019,false,2023-01-01,inactive in the register (Nedlagt år 2023; year only)
Hypatia: A Journal of Feminist Philosophy,0887-5367;1527-2001,true,,
Iberoromania,0019-0993;1865-9039,true,,
IEEE Communications Magazine,0163-6804;1558-1896,true,,
IEEE Computer Graphics and Applications,0272-1716;1558-1756,true,,
IEEE Internet Computing,1089-7801;1941-0131,true,,
IEEE Journal of Quantum Electronics,0018-9197;1558-1713,true,,
IEEE Journal of Selected Topics in Quantum Electronics,1077-260X;1558-4542,true,,
IEEE Journal of Solid-State Circuits,0018-9200;1558-173X,true,,
IEEE Micro,0272-1732;1937-4143,true,,
IEEE pervasive computing,1536-1268;1558-2590,true,,
IEEE Photonics Technology Letters,1041-1135;1941-0174,true,,
IEEE Security and Privacy,1540-7993;1558-4046,true,,
IEEE Sensors Journal,1530-437X;1558-1748,true,,
IEEE Software,0740-7459;1937-4194,true,,
IEEE Transactions on Automatic Control,0018-9286;1558-2523,true,,
IEEE transactions on circuits and systems for video technology (Print),1051-8215;1558-2205,true,,
IEEE Transactions on Communications,0090-6778;1558-0857,true,,
IEEE transactions on computers,0018-9340;1557-9956,true,,
IEEE Transactions on Control Systems Technology,1063-6536;1558-0865,true,,
IEEE Transactions on Dependable and Secure Computing,1545-5971;1941-0018,true,,
IEEE Transactions on Electron Devices,0018-9383;1557-9646,true,,
IEEE transactions on energy conversion,0885-8969;1558-0059,true,,
IEEE Transactions on Evolutionary Computation,1089-778X;1941-0026,true,,
IEEE transactions on fuzzy systems,1063-6706;1941-0034,true,,
IEEE transactions on industrial electronics (1982. Print),0278-0046;1557-9948,true,,
IEEE Transactions on Information Theory,0018-9448;1557-9654,true,,
IEEE Transactions on Knowledge and Data Engineering,1041-4347;1558-2191,true,,
IEEE Transactions on Mobile Computing,1536-1233,true,,
IEEE transactions on neural systems and rehabilitation engineering,1534-4320;1558-0210,true,,
IEEE Transactions on Parallel and Distributed Systems,1045-9219,true,,
IEEE Transactions on Power Delivery,0885-8977;1937-4208,true,,
IEEE transactions on power electronics,0885-8993;1941-0107,true,,
IEEE Transactions on Power Systems,0885-8950;1558-0679,true,,
IEEE Transactions on Signal Processing,1053-587X;1941-0476,true,,
IEEE Transactions on Software Engineering,0098-5589;1939-3520,true,,
IEEE Transactions on Vehicular Technology,0018-9545;1939-9359,true,,
IEEE Transactions on Visualization and Computer Graphics (TVCG),1077-2626;1941-0506,true,,
IEEE Transactions on Wireless Communications,1536-1276;1558-2248,true,,
IEEE/ACM Transactions on Networking,1063-6692;1558-2566,true,,
IEEE/ASME transactions on mechatronics,1083-4435;1941-014X,true,,
IIC - International Review of Intellectual Property and Competition Law,0018-9855;2195-0237,true,,
International Journal of Heritage Studies (IJHS),1352-7258;1470-3610,true,,
IMA Journal of Numerical Analysis,0272-4979;1464-3642,true,,
Immunity,1074-7613;1097-4180,true,,
Indiana University Mathematics Journal,0022-2518;1943-5258,true,,
Industrial & Engineering Chemistry Research,0888-5885;1520-5045,true,,
Industrial Marketing Management,0019-8501;1873-2062,true,,
Infinite Dimensional Analysis Quantum Probability and Related Topics,0219-0257,true,,
Information & Management,0378-7206;1872-7530,true,,
Information and Computation,0890-5401;1090-2651,true,,
Information and organization,1471-7727;1873-7919,true,,
Information and Software Technology,0950-5849;1873-6025,true,,
"Information, Communication & Society",1369-118X;1468-4462,true,,
Information Processing & Management,0306-4573;1873-5371,true,,
Information Retrieval Journal,1386-4564;1573-7659,false,2023-01-01,inactive in the register (Nedlagt år 2023; year only)
Information Sciences,0020-0255;1872-6291,true,,
Information Systems,0306-4379;1873-6076,true,,
Information Systems Journal,1350-1917;1365-2575,true,,
Information Systems Research,1047-7047;1526-5536,true,,
Inorganic Chemistry,0020-1669;1520-510X,true,,
Instructional Science,0020-4277;1573-1952,true,,
Interacting with computers,0953-5438;1873-7951,true,,
Intercultural Education,1467-5986;1469-8439,true,,
International and Comparative Corporate Law Journal,1388-7084;1875-8290,true,,
International and Comparative Law Quarterly,0020-5893;1471-6895,true,,
International Feminist Journal of Politics,1461-6742;1468-4470,true,,
The International Journal of Advanced Manufacturing Technology,0268-3768;1433-3015,true,,
International Journal for Numerical Methods in Engineering,0029-5981;1097-0207,true,,
International Journal of Approximate Reasoning,0888-613X;1873-4731,true,,
International Journal of Bilingualism,1367-0069;1756-6878,true,,
International Journal of Computer Vision,0920-5691;1573-1405,true,,
International Journal of Constitutional Law,1474-2640;1474-2659,true,,
International Journal of Corpus Linguistics,1384-6655;1569-9811,true,,
International journal of cultural studies,1367-8779;1460-356X,true,,
"International Journal of Disability, Development and Education",1034-912X;1465-346X,true,,
International Journal of Educational Management,0951-354X;1758-6518,true,,
International Journal of Fatigue,0142-1123;1879-3452,true,,
International journal of food microbiology,0168-1605;1879-3460,true,,
International Journal of Forecasting,0169-2070;1872-8200,true,,
International Journal of Geographical Information Science (IJGIS),1365-8816;1365-8824,true,,
International Journal of Historical Archaeology,1092-7697;1573-7748,true,,
International Journal of Human-Computer Studies,1071-5819;1095-9300,true,,
International Journal of Hygiene and Environmental Health,1438-4639;1618-131X,true,,
International Journal of Impact Engineering,0734-743X;1879-3509,true,,
International Journal of Inclusive Education,1360-3116;1464-5173,true,,
International Journal of Information Security,1615-5262;1615-5270,true,,
International Journal of Korean History (IJKH),1598-2041;2508-5921,true,,
International Journal of Leadership in Education,1360-3124;1464-5092,true,,
International journal of machine tools & manufacture,0890-6955;1879-2170,true,,
International Journal of Management Reviews,1460-8545;1468-2370,true,,
International Journal of Maritime History,0843-8714;2052-7756,true,,
International Journal of Medical Informatics,1386-5056;1872-8243,true,,
International Journal of Music Education,0255-7614;1744-795X,true,,
International Journal of Nursing Studies,0020-7489;1873-491X,true,,
International Journal of Operations & Production Management,0144-3577;1758-6593,true,,
International journal of plasticity,0749-6419;1879-2154,true,,
International Journal of Production Economics,0925-5273;1873-7579,true,,
International Journal of Production Research,0020-7543;1366-588X,true,,
International Journal of Project Management,0263-7863;1873-4634,true,,
International Journal of Refugee Law,0953-8186;1464-3715,true,,
International Journal of Science Education,0950-0693;1464-5289,true,,
International Journal of Systematic Theology,1463-1652;1468-2400,true,,
International Journal of Technology Management,0267-5730;1741-5276,true,,
International Journal of Urban and Regional Research,0309-1317;1468-2427,true,,
International Materials Reviews,0950-6608;1743-2804,true,,
International Mathematics Research Notices (IMRN),1073-7928;1687-0247,true,,
International Political Science Review,0192-5121;1460-373X,true,,
International Review of Law and Economics,0144-8188;1873-6394,true,,
International Review of Social History,0020-8590;1469-512X,true,,
International Security,0162-2889;1531-4804,true,,
International Social Work,0020-8728;1461-7234,true,,
Inventiones Mathematicae,0020-9910;1432-1297,true,,
Inverse Problems,0266-5611;1361-6420,true,,
Isis,0021-1753;1545-6994,true,,
Islamic Law and Society,0928-9380;1568-5195,true,,
Israel Exploration Journal,0021-2059,true,,
Jahrbuch der Østerreichischen Byzantinistik,0378-8660;1810-536X,true,,
Jahrbuch des Deutschen Archäologischen Instituts,0070-4415;2702-444X,true,,
Journal d'Analyse Mathematique,0021-7670;1565-8538,true,,
Journal des Mathématiques Pures et Appliquées,0021-7824;1776-3371,true,,
Journal for Research in Mathematics Education,0021-8251;1945-2306,true,,
Journal for the Scientific Study of Religion,0021-8294;1468-5906,true,,
Journal for the Study of Judaism,0047-2212;1570-0631,true,,
Journal for the Study of the Old Testament,0309-0892;1476-6728,true,,
Journal für die Reine und Angewandte Mathematik,0075-4102;1435-5345,true,,
Journal of Accounting and Economics,0165-4101;1879-1980,true,,
Journal of Accounting Research,0021-8456;1475-679X,true,,
Journal of Advertising,0091-3367;1557-7805,true,,
The Journal of African History,0021-8537;1469-5138,true,,
Journal of African Languages and Linguistics,0167-6164;1613-3811,true,,
Journal of Aging & Social Policy,0895-9420;1545-0821,true,,
Journal of Agricultural and Food Chemistry,0021-8561;1520-5118,true,,
Journal of Algebra,0021-8693;1090-266X,true,,
Journal of Algebraic Geometry,1056-3911;1534-7486,true,,
Journal of American Ethnic History,0278-5927;1936-4695,true,,
Journal of American Folklore,0021-8715;1535-1882,true,,
Journal of Animal Science,0021-8812;1525-3163,true,,
Journal of Antimicrobial Chemotherapy,0305-7453;1460-2091,true,,
Journal of applied econometrics,0883-7252;1099-1255,true,,
Journal of applied physiology,8750-7587;1522-1601,true,,
Journal of Applied Probability,0021-9002;1475-6072,true,,
Journal of Applied Psychology,0021-9010;1939-1854,true,,
Journal of Applied Sport Psychology,1041-3200;1533-1571,true,,
Journal of Arabic Literature,0085-2376;1570-064X,true,,
Journal of Archaeological Method and Theory,1072-5369;1573-7764,true,,
Journal of Archaeological Research,1059-0161;1573-7756,true,,
Journal of Archaeological Science,0305-4403;1095-9238,true,,
Journal of Architectural Conservation,1355-6207;2326-6384,true,,
Journal of Architecture,1360-2365;1466-4410,true,,
Journal of Asian History (JAH),0021-910X;2747-4267,true,,
Journal of Banking & Finance,0378-4266;1872-6372,true,,
Journal of Biomedical Optics,1083-3668;1560-2281,true,,
Journal of Bone and Joint Surgery. American volume,0021-9355;1535-1386,true,,
Journal of business & economic statistics,0735-0015;1537-2707,true,,
Journal of Business Ethics,0167-4544;1573-0697,true,,
Journal of Business Venturing,0883-9026;1873-2003,true,,
Journal of Catalysis,0021-9517;1090-2694,true,,
Journal of Child Language,0305-0009;1469-7602,true,,
Journal of Chinese Linguistics,0091-3723,true,,
Journal of Climate,0894-8755;1520-0442,true,,
Journal of Clinical Child & Adolescent Psychology,1537-4416;1537-4424,true,,
Journal of Cognitive Neuroscience,0898-929X;1530-8898,true,,
Journal of combinatorial theory. Series A,0097-3165;1096-0899,true,,
Journal of combinatorial theory. Series B (Print),0095-8956;1096-0902,true,,
Journal of Communication,0021-9916;1460-2466,true,,
Journal of Computational And Graphical Statistics (JCGS),1061-8600;1537-2715,true,,
Journal of Computational Physics,0021-9991;1090-2716,true,,
Journal of Computer Assisted Learning (JCAL),0266-4909;1365-2729,true,,
Journal of Computer-Mediated Communication,1083-6101,true,,
Journal of construction engineering and management,0733-9364;1943-7862,true,,
Journal of Consumer Psychology,1057-7408;1532-7663,true,,
Journal of Consumer Research,0093-5301;1537-5277,true,,
Journal of Contemporary History,0022-0094;1461-7250,true,,
Journal of Contemporary Religion,1353-7903;1469-9419,true,,
Journal of Controlled Release,0168-3659;1873-4995,true,,
Journal of Corporate Finance,0929-1199;1872-6313,true,,
Journal of Counseling Psychology,0022-0167;1939-2168,true,,
Journal of Cryptology,0933-2790;1432-1378,true,,
Journal of Cultural Heritage,1296-2074;1778-3674,true,,
Journal of Dairy Science (JDS),0022-0302;1525-3198,true,,
Journal of Dentistry,0300-5712;1879-176X,true,,
Journal of Design History,0952-4649;1741-7279,true,,
Journal of Differential Equations,0022-0396;1090-2732,true,,
Journal of differential geometry,0022-040X;1945-743X,true,,
Journal of Documentation,0022-0418;1758-7379,true,,
Journal of Early Childhood Literacy,1468-7984;1741-2919,true,,
Journal of Early Modern History,1385-3783;1570-0658,true,,
Journal of East Asian linguistics,0925-8558;1572-8560,true,,
Journal of Econometrics,0304-4076;1872-6895,true,,
Journal of Economic Behavior and Organization,0167-2681;1879-1751,true,,
Journal of Economic Geography,1468-2702;1468-2710,true,,
Journal of economic growth,1381-4338;1573-7020,true,,
Journal of Education and Work,1363-9080;1469-9435,true,,
Journal of Education Policy,0268-0939;1464-5106,true,,
Journal of Educational Administration & History,0022-0620;1478-7431,true,,
Journal of educational change,1389-2843;1573-1812,true,,
Journal of Educational Measurement,0022-0655;1745-3984,true,,
"The Journal of educational research (Washington, D.C.)",0022-0671;1940-0675,true,,
Journal of Egyptian Archaeology (JEA),0307-5133;2514-0582,true,,
Journal of Empirical Finance,0927-5398;1879-1727,true,,
Empirical Software Engineering,1382-3256;1573-7616,true,,
Journal of engineering design,0954-4828;1466-1837,true,,
Journal of engineering materials and technology,0094-4289;1528-8889,true,,
Journal of English and Germanic Philology (JEGP),0363-6941;1945-662X,true,,
Journal of English for Academic Purposes,1475-1585;1878-1497,true,,
Journal of English Linguistics,0075-4242;1552-5457,true,,
Journal of environmental law,0952-8873;1464-374X,true,,
The Journal of Ethics,1382-4554;1572-8609,true,,
Journal of Evolutionary Biology,1010-061X;1420-9101,true,,
Journal of Experimental Botany,0022-0957;1460-2431,true,,
Journal of experimental psychology. General,0096-3445;1939-2222,true,,
Journal of Family Psychology,0893-3200;1939-1293,true,,
Journal of Feminist Studies in Religion,8755-4178;1553-3913,true,,
Journal of Field Archaeology,0093-4690;2042-4582,true,,
Journal of Financial and Quantitative Analysis,0022-1090;1756-6916,true,,
Journal of Financial Intermediation,1042-9573;1096-0473,true,,
Journal of financial markets,1386-4181;1878-576X,true,,
Journal of Fourier Analysis and Applications,1069-5869;1531-5851,true,,
Journal of French Language Studies,0959-2695;1474-0079,true,,
Journal of Functional Analysis,0022-1236;1096-0783,true,,
Journal of Gastrointestinal Surgery (JOGS),1091-255X;1873-4626,true,,
Journal of Geotechnical and Geoenvironmental Engineering,1090-0241;1943-5606,true,,
Journal of Greek Linguistics,1566-5844;1569-9846,true,,
Journal of Hand Surgery-American Volume,0363-5023;1531-6564,true,,
Journal of Hazardous Materials,0304-3894;1873-3336,true,,
Journal of Health and Social Behavior,0022-1465;2150-6000,true,,
Journal of Hellenic Studies,0075-4269;2041-4099,true,,
Journal of Heuristics,1381-1231;1572-9397,true,,
Journal of High Energy Physics (JHEP),1126-6708;1029-8479,true,,
The Journal of human resources,0022-166X;1548-8004,true,,
Journal of Hydraulic Research,0022-1686;1814-2079,true,,
The Journal of Industrial Economics,0022-1821;1467-6451,true,,
Journal of Infection,0163-4453;1532-2742,true,,
Journal of information science,0165-5515;1741-6485,true,,
Journal of Information Technology,0268-3962;1466-4437,true,,
Journal of Intelligent Manufacturing,0956-5515;1572-8145,true,,
Journal of Interdisciplinary History,0022-1953;1530-9169,true,,
Journal of international economic law,1369-3034;1464-3758,true,,
Journal of International Marketing,1069-031X;1547-7215,true,,
Journal of Islamic Studies,0955-2340;1471-6917,true,,
Journal of Japanese Studies,0095-6848;1549-4721,true,,
Journal of Jewish Studies,0022-2097;2056-6689,true,,
The Journal of law & economics,0022-2186;1537-5285,true,,
Journal of law and society (Print),0263-323X;1467-6478,true,,
The Journal of legal studies,0047-2530;1537-5366,true,,
Journal of Linguistics,0022-2267;1469-7742,true,,
Journal of machine learning research,1532-4435;1533-7928,true,,
Journal of Management,0149-2063;1557-1211,true,,
Journal of Management in Engineering,0742-597X;1943-5479,true,,
Journal of Management Information Systems,0742-1222;1557-928X,true,,
Journal of manufacturing systems,0278-6125;1878-6642,true,,
Journal of Marketing,0022-2429;1547-7185,true,,
Journal of Marketing Research,0022-2437;1547-7193,true,,
Journal of material culture,1359-1835;1460-3586,true,,
Journal of Materials Processing Technology,0924-0136;1873-4774,true,,
Journal of Mathematical Behavior,0732-3123;1873-8028,true,,
Journal of Mathematical Biology,0303-6812;1432-1416,true,,
Journal of Mathematical Imaging and Vision,0924-9907;1573-7683,true,,
Journal of Mathematical Logic,0219-0613,true,,
Journal of Mathematics Teacher Education,1386-4416;1573-1820,true,,
Journal of Medical Ethics,0306-6800;1473-4257,true,,
Journal of Medical Internet Research (JMIR),1439-4456;1438-8871,true,,
Journal of Medicinal Chemistry,0022-2623;1520-4804,true,,
Journal of medieval and early modern studies,1082-9636;1527-8263,true,,
Journal of Membrane Science,0376-7388;1873-3123,true,,
Journal of Modern European History,1611-8944;2631-9764,true,,
The Journal of modern history,0022-2801;1537-5358,true,,
Journal of Modern Italian Studies,1354-571X;1469-9583,true,,
Journal of Modern Literature,0022-281X;1529-1464,true,,
Journal of Monetary Economics,0304-3932,true,,
Journal of Moral Education,0305-7240;1465-3877,true,,
The Journal of music therapy,0022-2917;2053-7395,true,,
The Journal of musicological research,0141-1896;1547-7304,true,,
"The Journal of musicology (St. Joseph, Mich.)",0277-9269;1533-8347,true,,
Journal of Nanobiotechnology,1477-3155,true,,
Journal of natural products,0163-3864;1520-6025,true,,
Journal of New Music Research,0929-8215;1744-5027,true,,
Journal of Number Theory,0022-314X;1096-1658,true,,
Journal of Occupational and Organizational Psychology,0963-1798;2044-8325,true,,
Journal of Occupational Health Psychology,1076-8998;1939-1307,true,,
Journal of Offshore Mechanics and Arctic Engineering,0892-7219;1528-896X,true,,
Journal of Operations Management,0272-6963;1873-1317,true,,
Journal of Oral Pathology & Medicine,0904-2512;1600-0714,true,,
Journal of Oral Rehabilitation,0305-182X;1365-2842,true,,
Journal of Organic Chemistry,0022-3263;1520-6904,true,,
Journal of Organizational Behavior,0894-3796;1099-1379,true,,
Journal of Pacific History,0022-3344;1469-9605,true,,
Journal of Parallel and Distributed Computing,0743-7315;1096-0848,true,,
Journal of Peace Education,1740-0201;1740-021X,true,,
Journal of Pediatric Psychology,0146-8693;1465-735X,true,,
Journal of Personality,0022-3506;1467-6494,true,,
Journal of Petrology,0022-3530;1460-2415,true,,
Journal of Pharmaceutical Sciences,0022-3549;1520-6017,true,,
Journal of Philosophical Logic,0022-3611;1573-0433,true,,
Journal of Philosophy,0022-362X;1939-8549,true,,
Journal of Phonetics,0095-4470;1095-8576,true,,
Journal of policy analysis and management,0276-8739;1520-6688,true,,
Journal of Political Economy,0022-3808;1537-534X,true,,
Journal of Process Control,0959-1524;1873-2771,true,,
Journal of Product Innovation Management,0737-6782;1540-5885,true,,
Journal of Proteome Research,1535-3893;1535-3907,true,,
Journal of Psychiatry & Neuroscience,1180-4882;1488-2434,true,,
Journal of Public Administration Research and Theory (JPART),1053-1858;1477-9803,true,,
Journal of Public Policy,0143-814X;1469-7815,true,,
Journal of Religious Ethics,0384-9694;1467-9795,true,,
Journal of research in crime and delinquency,0022-4278;1552-731X,true,,
Journal of research in music education,0022-4294;1945-0095,true,,
Journal of Research in Reading,0141-0423;1467-9817,true,,
Journal of Research on Adolescence,1050-8392;1532-7795,true,,
Journal of Risk and Uncertainty,0895-5646;1573-0476,true,,
Journal of Roman Studies,0075-4358;1753-528X,true,,
Journal of Rural Studies,0743-0167;1873-1392,true,,
Journal of Semantics,0167-5133;1477-4593,true,,
Journal of Semitic Studies,0022-4480;1477-8556,true,,
Journal of Service Research,1094-6705;1552-7379,true,,
Journal of Ship Research,0022-4502;1542-0604,true,,
Journal of Small Business Management,0047-2778;1540-627X,true,,
Journal of Social History,0022-4529;1527-1897,true,,
Journal of Social Issues (JSI),0022-4537;1540-4560,true,,
Journal of Sociolinguistics,1360-6441;1467-9841,true,,
The Journal of special education,0022-4669;1538-4764,true,,
"Journal of Speech, Language and Hearing Research",1092-4388;1558-9102,true,,
Journal of strategic information systems,0963-8687;1873-1198,true,,
Journal of Structural Engineering,0733-9445;1943-541X,true,,
Journal of Structural Geology,0191-8141;1873-1201,true,,
Journal of Symbolic Logic (JSL),0022-4812;1943-5886,true,,
Journal of the ACM,0004-5411;1557-735X,true,,
Journal of The American Ceramic Society,0002-7820;1551-2916,true,,
Journal of the American Chemical Society,0002-7863;1520-5126,true,,
Journal of The American Geriatrics Society,0002-8614;1532-5415,true,,
Journal of the American Institute for Conservation,0197-1360;1945-2330,true,,
Journal of The American Mathematical Society,0894-0347;1088-6834,true,,
Journal of the American Musicological Society,0003-0139;1547-3848,true,,
Journal of the American Statistical Association,0162-1459;1537-274X,true,,
Journal of the Economic and Social History of the Orient,0022-4995;1568-5209,true,,
Journal of the European Mathematical Society (Print),1435-9855;1435-9863,true,,
Journal of The Experimental Analysis of Behavior,0022-5002;1938-3711,true,,
Journal of the History of Ideas,0022-5037;1086-3222,true,,
Journal of the History of Philosophy,0022-5053;1538-4586,true,,
Journal of the Institute of Mathematics of Jussieu,1474-7480;1475-3030,true,,
The Journal of the Learning Sciences,1050-8406;1532-7809,true,,
Journal of the London Mathematical Society,0024-6107;1469-7750,true,,
Journal of the Mechanics and Physics of Solids,0022-5096;1873-4782,true,,
"Journal of the Optical Society of America. B, Optical physics",0740-3224;1520-8540,true,,
Journal of the Royal Anthropological Institute,1359-0987;1467-9655,true,,
Journal of the Royal Musical Association,0269-0403;1471-6933,true,,
"Journal of the Royal Statistical Society, Series A (Statistics in Society)",0964-1998;1467-985X,true,,
"Journal of the Royal Statistical Society, Series B (Statistical Methodology)",1369-7412;1467-9868,true,,
Journal of the Society of Architectural Historians (JSAH),0037-9808;2150-5926,true,,
Journal of the Warburg and Courtauld Institutes,0075-4390;2044-0014,true,,
Journal of Theological Studies,0022-5185;1477-4607,true,,
Journal of Time Series Analysis,0143-9782;1467-9892,true,,
Journal of Translational Medicine,1479-5876,true,,
Journal of tribology,0742-4787;1528-8897,true,,
Journal of Urology,0022-5347;1527-3792,true,,
Journal of Veterinary Internal Medicine (JVIM),0891-6640;1939-1676,true,,
Journal of Visual Communication and Image Representation,1047-3203;1095-9076,true,,
Journal of Visual Culture,1470-4129;1741-2994,true,,
Journal of Vocational Behavior,0001-8791;1095-9084,true,,
Journal of Women's History,1042-7961;1527-2036,true,,
Journal of World Business,1090-9516;1878-5573,true,,
Journal of World History,1045-6007;1527-8050,true,,
Journal of World Prehistory,0892-7537;1573-7802,true,,
Journal of World Trade,1011-6702;2210-2795,true,,
"Journalism - Theory, Practice & Criticism",1464-8849;1741-3001,true,,
Journalism Studies,1461-670X;1469-9699,true,,
"The journals of gerontology. Series A, Biological sciences and medical sciences",1079-5006;1758-535X,true,,
Journal of Economic History,0022-0507;1471-6372,true,,
Justice quarterly,0741-8825;1745-9109,true,,
Kantian Review,1369-4154;2044-2394,true,,
Kernos: Revue internationale et pluridisciplinaire de religion grecque antique,0776-3824;2034-7871,true,,
Kerygma und Dogma,0023-0707;2196-8020,true,,
Knowledge engineering review (Print),0269-8889;1469-8005,true,,
Knowledge-Based Systems,0950-7051;1872-7409,true,,
Journal of Art History,0023-3609;1651-2294,true,,
Kritika: Explorations in Russian and Eurasian History,1531-023X;1538-5000,true,,
Labor History,0023-656X;1469-9702,true,,
The Lancet Infectious Diseases,1473-3099;1474-4457,true,,
Lancet Neurology,1474-4422;1474-4465,true,,
Land Use Policy,0264-8377;1873-5754,true,,
Langages: Revue internationale des sciences du langage,0458-726X;1958-9549,true,,
Language,0097-8507;1535-0665,true,,
Language and Computers (L&C),0921-5034;1875-7294,true,,
Language and Literature,0963-9470;1461-7293,true,,
Language in society,0047-4045;1469-8013,true,,
Language Sciences,0388-0001;1873-5746,true,,
Language Teaching,0261-4448;1475-3049,true,,
Language Teaching Research,1362-1688;1477-0954,true,,
Language Variation and Change,0954-3945;1469-8021,true,,
Langue française,0023-8368;1957-7982,true,,
L'Antiquité Classique,0770-2817;2295-9076,true,,
Lasers in Surgery and Medicine,0196-8092;1096-9101,true,,
Latin American Antiquity,1045-6635;2325-5080,true,,
Latomus: Revue et collection d'études latines,0023-8856;2294-4427,true,,
Law & Society Review,0023-9216;1540-5893,true,,
Law and Philosophy,0167-5249;1573-0522,true,,
Le Francais moderne,0015-9409;2778-3634,true,,
Leadership Quarterly,1048-9843;1873-3409,true,,
"Learning & memory (Cold Spring Harbor, N.Y.)",1072-0502;1549-5485,true,,
Learning and Instruction,0959-4752;1873-3263,true,,
Learning Disability Quarterly,0731-9487;2168-376X,true,,
Legal Theory,1352-3252;1469-8048,true,,
Leonardo Music Journal,0961-1215;1531-4812,true,,
Library & Information Science Research,0740-8188;1873-1848,true,,
Linguistic Inquiry,0024-3892;1530-9150,true,,
Linguistic Typology,1430-0532;1613-415X,true,,
Literature & Theology,0269-1205;1477-4623,true,,
Lithos,0024-4937;1872-6143,true,,
Littérature,0047-4800;1958-5926,true,,
Long Range Planning,0024-6301;1873-1872,true,,
Luso-Brazilian Review (LBR),0024-7413;1548-9957,true,,
Lutherjahrbuch,0342-0914;2197-3857,true,,
Machine Learning,0885-6125;1573-0565,true,,
Macromolecules,0024-9297;1520-5835,true,,
MIS Quarterly,0276-7783;2162-9730,true,,
Management science,0025-1909;1526-5501,true,,
Manufacturing & Service Operations Management,1523-4614;1526-5498,true,,
Marine Structures,0951-8339;1873-4170,true,,
Marketing science,0732-2399;1526-548X,true,,
MATERIALI E DISCUSSIONI PER L'ANALISI DEI TESTI CLASSICI,0392-6338;1724-1693,true,,
Materials Science & Engineering: A,0921-5093;1873-4936,true,,
Mathematical Finance,0960-1627;1467-9965,true,,
Mathematical Models and Methods in Applied Sciences,0218-2025;1793-4060,true,,
Mathematical programming,0025-5610;1436-4646,true,,
Mathematical Research Letters,1073-2780;1945-001X,true,,
Mathematical Thinking and Learning,1098-6065;1532-7833,true,,
Mathematics of Computation,0025-5718;1088-6842,true,,
Mathematische Annalen,0025-5831;1432-1807,true,,
Mathematische Zeitschrift,0025-5874;1432-1823,true,,
Mayo Clinic proceedings,0025-6196;1942-5546,true,,
Meat Science,0309-1740;1873-4138,true,,
Media History,1368-8804;1469-9729,true,,
Media Psychology,1521-3269;1532-785X,true,,
Medical Anthropology,0145-9740;1545-5882,true,,
Medical decision making,0272-989X;1552-681X,true,,
Medical history,0025-7273;2048-8343,true,,
Memoirs of the American Mathematical Society,0065-9266;1947-6221,true,,
Men and Masculinities,1097-184X;1552-6828,true,,
Mentoring & Tutoring,1361-1267;1469-9745,true,,
Metallurgical and Materials Transactions B,1073-5615;1543-1916,true,,
Metaphor and Symbol,1092-6488;1532-7868,true,,
Method & Theory in the Study of Religion,0943-3058;1570-0682,true,,
Métis,1105-2201;1791-7077,true,,
Microporous and Mesoporous Materials,1387-1811;1873-3093,true,,
Milbank Quarterly,0887-378X;1468-0009,true,,
Milton Quarterly,0026-4326;1094-348X,true,,
Mind,0026-4423;1460-2113,true,,
Mind & Language,0268-1064;1468-0017,true,,
